Name,by,Substack URL,X URL
REKT,REKT,https://rekt.substack.com/,https://twitter.com/bneiluj0
Stack your blockchain knowledge,sm-stack,https://smstack.substack.com/,https://twitter.com/StackDigest
The Hangry Hodler,,https://kindahangryy.substack.com/,https://twitter.com/kindahangry
This Week in Custody,Philip Glazman,https://cryptocustody.substack.com/,https://twitter.com/philipglazman
Vincent’s Corner,Vincent Launay,https://vincentlaunay.substack.com/,https://twitter.com/VincentLaunay
CougarDAO LLC,Nick Rishwain ,https://cougardao.substack.com/,https://twitter.com/CougarDao
https://juanpabloaranovich.substack.com/,Juan Aranovich,https://juanpabloaranovich.substack.com/,https://twitter.com/Juampiaranovich
Ethereum 2077,Emmanuel Awosika,https://ethereum2077.substack.com/,https://x.com/eawosikaa
Midas Research,Midas Capital ,https://midascapital.substack.com/,https://x.com/0x8104
The Arkis Times,Arkis ,https://arkis.substack.com/,
On-Chain College,On-Chain College,https://onchaincollege.substack.com/,https://x.com/OnChainCollege
Proof Of Track,msfew,https://www.proofoftrack.xyz/,https://x.com/ProofOfTrack
,,,
deJÖN | DeFi ve Bitcoin 💊,deJÖN | DeFi ve Bitcoin ,https://dejondefi.substack.com/,https://x.com/dejondefi
The Crypto Journal,Tudor-Radu Barbu,https://thecryptojournal.substack.com/,https://x.com/CryptoJournal10
Weekly DeFi Report by Octave,Octavio Not Punk,https://notrisk.substack.com/,https://x.com/OctavioNotPunk
chainEDGE Unlock Lab,Onchain Wizard,https://unlocklab.substack.com/,
Doors Like This,Gwart,https://gwart.substack.com/,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
TaiwanQuant's Newsletter,TaiwanQuant ,https://www.taiwanquant.dev/,https://x.com/TaiwanQuant
The price of agency,Barnabé Monnot,https://barnabe.substack.com/,https://x.com/barnabemonnot
The Pull Request,Antonio García Martínez,https://www.thepullrequest.com/,
,,,
,,,
The Cross Chain Weekly,Cross Chain Coalition,https://crosschaindev.substack.com/,
,,,
Sm4rty,Samrat Gupta,https://sm4rty.substack.com/,https://x.com/Sm4rty_
StableScarab Research,StableScarab,https://stablescarab.substack.com/,
,,,
,,,
,,,
,,,
The Crypto Coach,Sam Lehman,https://splehman.substack.com/,https://x.com/SPLehman
TowerWatch,BlockTower,https://blocktower.substack.com/,
,,,
Rejolut,,https://rejolutdotco.substack.com/,
Viktoria's Crypto Trading Lab,Viktoria Tsybko,https://viktoriatsybko.substack.com/,
The Oracle Report,Zoomer Oracle,https://zoomeroracle.substack.com/,https://x.com/ZoomerOracle
thecoreloop’s Substack,thecoreloop,https://thecoreloop.substack.com/,https://x.com/thecoreloop
Aspiring web3 dev,0xRusowsky,https://journal0xrusowsky.substack.com/,
Chain-Enabled,Vertalo,https://chainenabled.substack.com/,
DeFi Waves,Nik Pletikos,https://defiwaves.substack.com/,https://twitter.com/ethreasurer
Public Keys,Republic Crypto,https://republiccrypto.substack.com/,https://twitter.com/RepublicCrypto
Skill Tree,0xKepler,https://0xkepler.substack.com/,https://twitter.com/0xKepler452b
The Alpha Digest,toffee24.eth ,https://thealphadigest.substack.com/,https://twitter.com/thealphadigest
The Recap of th ePreviouy sDay on Starknet,Nurstar,https://nurstar.substack.com/,https://twitter.com/0xNurstar
Vulpine View,TJ,https://vulpine.substack.com/,https://twitter.com/Lempheter
Blockchain PM,Chris Remus,https://blockchainpm.substack.com/,
NiftyNoon’s Newsletter,SSPxLEO (0xg3.eth | Gio) ,https://niftynoon.substack.com,https://x.com/NiftyNoonNFT
Tioga Capital,https://tioga.substack.com/,https://tioga.substack.com/,https://x.com/TiogaCapital
ART HAUS WKLY,ART HAUS,https://artdothaus.substack.com/,
The GRYNING Times,The Gryning Times,https://thegryningtimes.substack.com/,https://x.com/Alexand40973876
The Hedge,,https://nexusmutual.substack.com/,https://x.com/TheCryptoHedge
Bitcoin Binge,Ethan Hunt,https://bitcoinbinge.substack.com/,https://x.com/bitcoinbinge
Helius,Mert,https://helius.substack.com/,https://x.com/0xmert_
Karthik's Crypto Takes,Karthik Senthil,https://learnhax.substack.com/,https://x.com/karsenthil
Stone Newsletter!,Ishikoro/SnackTime Inc.,https://ishicoro.substack.com/,https://x.com/ishicorodayo
2nd Brain VC,Julien,https://2ndbrainvc.substack.com/,
Aiko’s Newsletter,Aiko,https://aiko.substack.com/,https://twitter.com/AIKOlik
Back of the Envelope,Alana ,https://www.backoftheenvelope.xyz/,https://twitter.com/AlanaDLevin
CR1337 - Cryptocurrencies. Decentralization. Privacy.,Yannick,https://cr1337.substack.com/,https://twitter.com/cryptonator1337
Deer’s Diligence,Diligent Deer,https://diligentdeer.substack.com/,
Haotian-CryptoInsight’s Substack,Haotioan Cryptoinsight,https://haotiancryptoinsight.substack.com/,https://twitter.com/tmel0211
Living on Bitcoin,rare passenger,https://livingonbitcoin.substack.com/,https://twitter.com/rarepassenger
The Financial Liberation,,https://7digits.substack.com/,
Plaintext Capital,https://plaintextcapital.substack.com/,https://plaintextcapital.substack.com/,https://twitter.com/plaintext_cap
Verichains,Verichains ,https://blog.verichains.io/,https://twitter.com/Verichains
ElectraFi Insider,Electra Frost,https://blog.electrafi.finance/,https://twitter.com/Electra_Frost
Thot Takes,smol thots ,https://smolthots.substack.com/,https://x.com/smol_thots
Crypto Informer,Crypto Informer,https://cryptoinformer.substack.com/,https://x.com/cryptoinformer0
Etherbridge,Etherbridge ,https://etherbridge.substack.com/,https://x.com/etherbridge
Sun Tzu Academy 🧮,Sun Tzu Academy,https://suntzu.substack.com/,https://x.com/AvaxGems
PalAcademy Web3/NFT,PalAcademy,https://palacademy.substack.com/,https://x.com/PalAcademyNFT
A web3 researcher's soliloquy,ta1suke,https://newsletter.woorth.io/,https://x.com/ta1suke
EIP-2535 Diamonds,Nick Mudge,https://eip2535diamonds.substack.com/,https://twitter.com/mudgen
Ethercast Brasil Newsletter,Ethercast,https://ethercast.substack.com/,
Finstack,Julia Hubo ,https://finstack.substack.com/,
Future Mints ,Future Mints ,https://futurenftmints.substack.com/,https://twitter.com/futurenftmints
FutureX,Darshan Gandhi,https://darshang.substack.com/,https://twitter.com/DarshanG_
Mughal's Meta,Wajahat Mughal ,https://wajahatmughal.substack.com/,https://twitter.com/0xMughal
"oldcoin bad, newcoin good",jez,https://oldcoinbad.com/,https://twitter.com/izebel_eth
Orange Paper 橙皮书,leon,https://orangepaper.substack.com/,https://twitter.com/ksintmelody
Scaling Up,Craig Burel,https://scalingup.substack.com/,https://twitter.com/CraigBurel
Stoic’s Musings,Stoic,https://stoicsmusing.substack.com/,
The SNARK Age,O(1) Labs,https://snarkage.substack.com/,https://x.com/o1_labs
loomdart’s Substack,loomdart ,https://loomdart.substack.com/,https://x.com/loomdart
drakeondigital’s Newsletter,drakeondigital ,https://drakeondigital.substack.com/,https://x.com/drakeondigital
hibiki's Polygon Daily,Hibiki ひびき ,https://hibikiotonashi208.substack.com/,
The Data Nerd,The Data Nerd ,https://thenerd.substack.com/,https://x.com/theData_Nerd
Accelerated Capital,Accelerated Capital,https://acceleratedcapital.substack.com/,
InsiderPHD,Katie,https://insiderphd.substack.com/,https://twitter.com/InsiderPhD
Metaintro,https://metaintro.substack.com/,https://metaintro.substack.com/,
Solidity’s Substack,Solidity Academy,https://solidity101.substack.com/,https://twitter.com/solidity101
DAOmatch,DAOmatch,https://daomatch.substack.com/,https://twitter.com/DAOmatch
Surviving DeFi,Chris Blec,https://survivingdefi.substack.com/,
Omnichain Observations,David Attermann,https://omnida.substack.com/,https://x.com/atterX_
PHD Capital Research,PHD Capital ,https://phdcapital.substack.com/,
Build Now by Maton,Maton,https://buildnow.substack.com/,https://x.com/MatonNFT
Web3 Roundup,Andrew Chang,https://www.web3roundup.xyz/,https://twitter.com/Web3Roundup
https://fheorg.substack.com/,Rand Hindi,https://fheorg.substack.com/,https://x.com/randhindi
GamesTX,Jon Jordan,https://gamestx.substack.com/,https://x.com/blockchaingmg
NounsDAO Newsletter,https://substack.com/@nouns?utm_source=about-page,https://nouns.substack.com/,https://x.com/matyETH
1 of 1,Andrew Wang,https://the1of1.substack.com/,
https://arcx.substack.com/,ARCx ,https://arcx.substack.com/,
Evanss6’s Substack,Evanss6,https://evanss6.substack.com/,https://twitter.com/Evan_ss6
Evolution of Web3 Gaming,Derek Lau,https://web3games.substack.com/,
Max,Maswoox,https://maxcryptospace.substack.com/,https://twitter.com/MaxCryptoSpace
Re7 Research,Re7,https://re7research.substack.com/,https://twitter.com/Re7Capital
Secret Salsa,Secret Salsa,https://secretsalsa.substack.com/,https://twitter.com/SecretSalsa_
The Pendle Print,Ken Chia,https://pendlefi.substack.com/,https://twitter.com/pendle_fi
The Weekly DeFi Interest Rate Review,Notional Finance ,https://defirates.substack.com/,https://twitter.com/NotionalFinance
Write2Earn,Peary,https://cmsholdings.substack.com/,https://x.com/cmspeary
,,,
Dewhales Research,Dewhales Capital,https://dewhales.substack.com/,https://twitter.com/DewhalesCapital
Web 3.0 Job Roundups,Elvis Kolawole,https://web3jobs.substack.com/,https://twitter.com/elvissphnx
Swivel Finance,Julian Traversa,https://swivel.substack.com/,
Rebel Markets,Gannon Breslin,https://rebelmarkets.substack.com/,
Week in Ethereum News (ES),Week in Ethereum News (ES) ,https://weekinethereumnewses.substack.com/,https://x.com/Cypherpunkfish1
web3 Research GLOBAL,mitsui,https://www.global.web3research.io/,https://x.com/mitsui0x
beyondClub’s Substack,beyondClub JAPAN,https://beyondclubjp.substack.com/,
Hunter’s Edge,Hunter Solaire,https://huntersedge.substack.com/,https://x.com/huntersolaire_
Crypto Integrated,Crypto Integrated,https://www.cryptointegrat.com/,https://x.com/cryptointegrat
